"UniqID","dataType","newType","brokenPath","newPath"
138," fgdb","fgdb","\\dfg.alaska.local\gis\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current20190204.gdb\DWCMasters\DWCHunts","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current.gdb\DWCMasters\DWCHunts"
129," fgdb","sde","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current20190204.gdb\DWCMasters\DWCHunts","Y:\sde_wcgis_master (dfgjnusql-gi71p).sde\sde_wcgis_master.DBO.DWCMasters\sde_wcgis_master.DBO.DWCHunts"
139," fgdb","sde","\\dfg.alaska.local\gis\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current20190204.gdb\DWCMasters\SpecialAreas","Y:\sde_wcgis_master (dfgjnusql-gi71p).sde\sde_wcgis_master.DBO.DWCMasters\sde_wcgis_master.DBO.SpecialAreas"
130," fgdb","sde","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current20190204.gdb\DWCMasters\SpecialAreas","Y:\sde_wcgis_master (dfgjnusql-gi71p).sde\sde_wcgis_master.DBO.DWCMasters\sde_wcgis_master.DBO.SpecialAreas"
140," fgdb","fgdb","\\dfg.alaska.local\gis\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current20190204.gdb\GMULayers\GMU","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current.gdb\GMULayers\GMU"
131," fgdb","fgdb","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current20190204.gdb\GMULayers\GMU","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current.gdb\GMULayers\GMU"
132," fgdb","fgdb","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current20190204.gdb\GMULayers\Subunits","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current.gdb\GMULayers\Subunits"
133," fgdb","fgdb","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current20190204.gdb\GMULayers\UCU","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current.gdb\DWCMasters\UCU_poly"
141," fgdb","fgdb","\\dfg.alaska.local\gis\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current20190204.gdb\SpecialAreaLayers\ClosedToHunting","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current.gdb\SpecialAreaLayers\ClosedToHunting"
134," fgdb","fgdb","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current20190204.gdb\SpecialAreaLayers\ClosedToHunting","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current.gdb\SpecialAreaLayers\ClosedToHunting"
135," fgdb","fgdb","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current20190204.gdb\SpecialAreaLayers\ControlledUse","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current.gdb\SpecialAreaLayers\ControlledUse"
192," pgdb","sde","\\dfg.alaska.local\gis\Anchorage\GISShare\infrastructure\ADOT_02152007_routes_mileposts.mdb\Mileposts","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.BaseFeatures\sde_common.DBO.dot_centerline_milepost"
190," pgdb","sde","\\dfg.alaska.local\gis\Anchorage\GISShare\Infrastructure\ADOT_02152007_routes_mileposts.mdb\Mileposts","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.BaseFeatures\sde_common.DBO.dot_centerline_milepost"
191," pgdb","sde","\\dfg.alaska.local\gis\Anchorage\GISShare\Infrastructure\ADOT_02152007_routes_mileposts.mdb\RouteFeatures","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.BaseFeatures\sde_common.DBO.dot_centerline_route"
262," raster","sde","\\dfg.alaska.local\gis\Anchorage\GISStaff\___gisStaffConnections\_sde\_prodDC - sdedfg@common.sde\sde_common.SDEDFG.AK_SHADE","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.AK_SHADE"
260," raster","sde","\\dfg.alaska.local\gis\Anchorage\GISStaff\___gisStaffConnections\_sde\_prodDC - sdedfg@common.sde\SDE_COMMON.SDEWILD.DRGITMALB","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.DRG_ITM"
261," raster","sde","\\dfg.alaska.local\gis\Anchorage\GISStaff\___gisStaffConnections\_sde\_prodDC - sdedfg@common.sde\SDE_COMMON.SDEWILD.NED_HILLSHADECLIP","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.NED_HILLCLIP"
486," sde","sde","\\dfg.alaska.local\gis\Anchorage\GISStaff\___gisStaffConnections\_sde\_prodDC - sdedfg@wc_mgmt_master.sde\sde_wc_mgmt_master.SDEWILD.DWCMasters\sde_wc_mgmt_master.SDEWILD.DWCHunts","Y:\sde_wcgis_master (dfgjnusql-gi71p).sde\sde_wcgis_master.DBO.DWCMasters\sde_wcgis_master.DBO.DWCHunts"
487," sde","sde","\\dfg.alaska.local\gis\Anchorage\GISStaff\___gisStaffConnections\_sde\_prodDC - sdedfg@wc_mgmt_master.sde\sde_wc_mgmt_master.SDEWILD.DWCMasters\sde_wc_mgmt_master.SDEWILD.SpecialAreas","Y:\sde_wcgis_master (dfgjnusql-gi71p).sde\sde_wcgis_master.DBO.DWCMasters\sde_wcgis_master.DBO.SpecialAreas"
488," sde","sde","\\dfg.alaska.local\gis\Anchorage\GISStaff\___gisStaffConnections\wcgis\prod_me@wcgis_master.sde\sde_wcgis_master.DBO.DWCMasters\sde_wcgis_master.DBO.DWCHunts","Y:\sde_wcgis_master (dfgjnusql-gi71p).sde\sde_wcgis_master.DBO.DWCMasters\sde_wcgis_master.DBO.DWCHunts"
489," sde","sde","\\dfg.alaska.local\gis\Anchorage\GISStaff\___gisStaffConnections\wcgis\prod_me@wcgis_master.sde\sde_wcgis_master.DBO.DWCMasters\sde_wcgis_master.DBO.SpecialAreas","Y:\sde_wcgis_master (dfgjnusql-gi71p).sde\sde_wcgis_master.DBO.DWCMasters\sde_wcgis_master.DBO.SpecialAreas"
602," shape","sde","\\dfg.alaska.local\gis\Anchorage\GISStaff\AK_BASE\arctic_circle.shp","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.BaseFeatures\sde_common.DBO.arctic_circle"
161," fgdb","sde","\\dfg.alaska.local\gis\Anchorage\GISStaff\AK_BASE\INFRASTRUCTURE.gdb\RAILS\SallyRailroads_RB","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.BaseFeatures\sde_common.DBO.railroad"
599," shape","sde","\\dfg.alaska.local\gis\Anchorage\GISStaff\AKBase\arctic_circle.shp","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.BaseFeatures\sde_common.DBO.arctic_circle"
7," cover_arc","sde","\\dfg.alaska.local\gis\Anchorage\GISStaff\akbase\covers\majrds\arc","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.BaseFeatures\sde_common.DBO.major_roads"
600," shape","sde","\\dfg.alaska.local\gis\Anchorage\GISStaff\AKBase\covers\majriv.shp","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.Hydrography_Albers\sde_common.DBO.major_river"
8," cover_arc","sde","\\dfg.alaska.local\gis\Anchorage\GISStaff\akbase\covers\majriv\arc","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.Hydrography_Albers\sde_common.DBO.major_river"
9," cover_arc","sde","\\dfg.alaska.local\gis\Anchorage\GISStaff\akbase\covers\minrds\arc","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.BaseFeatures\sde_common.DBO.minor_roads"
10," cover_arc","sde","\\dfg.alaska.local\gis\Anchorage\GISStaff\akbase\covers\minriv\arc","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.Hydrography_Albers\sde_common.DBO.minor_river"
601," shape","sde","\\dfg.alaska.local\gis\Anchorage\GISStaff\AKBase\covers\rex_trail.shp","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.BaseFeatures\sde_common.DBO.rextrail"
607," shape","sde","\\dfg.alaska.local\gis\Anchorage\GISStaff\SHAPES\OCEANCLN.shp","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.Coastlines_Albers\sde_common.DBO.Ocean_py"
661," shape","sde","\\dfg.alaska.local\gis\Anchorage\GISStaff\shapes\rescomm.shp","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.BaseFeatures\sde_common.DBO.rescomm"
615," shape","sde","\\dfg.alaska.local\gis\Anchorage\GISStaff\SHAPES\rescomm.shp","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.BaseFeatures\sde_common.DBO.rescomm"
23," cover_point","sde","\\dfg.alaska.local\gis\Anchorage\GISStaff\shapes\rescomm_83\point","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.BaseFeatures\sde_common.DBO.rescomm"
24," cover_point","sde","\\dfg.alaska.local\gis\Anchorage\GISStaff\shapes\rescommalb\point","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.BaseFeatures\sde_common.DBO.rescomm"
12," cover_arc","sde","\\dfg.alaska.local\gis\Anchorage\GISStaff\trails\rs2477\arc","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.BaseFeatures\sde_common.DBO.RS2477_Trails"
665," shape","sde","\\dfg.alaska.local\gis\Anchorage\GISStaff\wc\___NewToFixFromSally\ak_refuges_poly 2010\AK_Refuges_poly.shp","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.Boundaries\sde_common.DBO.FWSApproved"
40," cover_region","sde","\\dfg.alaska.local\gis\Anchorage\GISStaff\wc\huntarea\masters\moose_0910\region.hunts","Y:\sde_wcgis_master (dfgjnusql-gi71p).sde\sde_wcgis_master.DBO.DWCMasters\sde_wcgis_master.DBO.DWCHunts"
41," cover_region","sde","\\dfg.alaska.local\gis\Anchorage\GISStaff\wc\huntarea\masters\sheep_0809\region.hunts","Y:\sde_wcgis_master (dfgjnusql-gi71p).sde\sde_wcgis_master.DBO.DWCMasters\sde_wcgis_master.DBO.DWCHunts"
13," cover_arc","sde","\\dfg.alaska.local\gis\Anchorage\GISStaff\wc\huntarea\more_features\arcticcir\arc","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.BaseFeatures\sde_common.DBO.arctic_circle"
42," cover_region","sde","\\dfg.alaska.local\gis\Anchorage\GISStaff\wc\huntarea\oldmasters\caribou\region.hunts","Y:\sde_wcgis_master (dfgjnusql-gi71p).sde\sde_wcgis_master.DBO.DWCMasters\sde_wcgis_master.DBO.DWCHunts"
43," cover_region","sde","\\dfg.alaska.local\gis\Anchorage\GISStaff\wc\huntarea\oldmasters\moose\region.hunts","Y:\sde_wcgis_master (dfgjnusql-gi71p).sde\sde_wcgis_master.DBO.DWCMasters\sde_wcgis_master.DBO.DWCHunts"
653," shape","sde","\\dfg.alaska.local\gis\Anchorage\GISStaff\WC\military\dudded_impact_area.shp","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.BaseFeatures\sde_common.DBO.dudded_impact_area"
44," cover_region","fgdb","\\dfg.alaska.local\gis\Anchorage\GISStaff\wc\specareas\masters\closed\region.closed","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current.gdb\SpecialAreaLayers\ClosedToHunting"
45," cover_region","fgdb","\\dfg.alaska.local\gis\Anchorage\GISStaff\wc\specareas\masters\controlled\region.cua","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current.gdb\SpecialAreaLayers\ControlledUse"
47," cover_region","fgdb","\\dfg.alaska.local\gis\Anchorage\GISStaff\wc\timp\general_hunts\alaska\region.gmu","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current.gdb\GMULayers\GMU"
48," cover_region","sde","\\dfg.alaska.local\gis\Anchorage\GISStaff\wc\timp\general_hunts\alaska\region.state","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.Coastlines_Albers\sde_common.DBO.AK_coast_ITM"
623," shape","sde","\\dfg.alaska.local\gis\Anchorage\GISStaff\WC\Timp\HandyDandy\Unit20\rex_trail.shp","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.BaseFeatures\sde_common.DBO.rextrail"
136," fgdb","fgdb","\\dfg.alaska.local\GIS\Servers\PROD\data\wc\Master_current.gdb\GMULayers\GMU","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current.gdb\GMULayers\GMU"
137," fgdb","fgdb","\\dfg.alaska.local\GIS\Servers\PROD\data\wc\Master_current.gdb\GMULayers\Subunits","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current.gdb\GMULayers\Subunits"
668," shape","sde","\\dfgancdwc186439\c$\Data\AK_Refuges_poly 2010\AK_Refuges_poly.shp","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.Boundaries\sde_common.DBO.FWSApproved"
165," fgdb","sde","\\dfgancdwc186439\c$\Data\NPS\akparks.gdb\ParkBnd","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.Boundaries\sde_common.DBO.State_Park_Boundary"
669," shape","sde","\\dfgancdwc186439\c$\Data\RAILROADS\Railroads_RB.shp","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.BaseFeatures\sde_common.DBO.railroad"
263," raster","sde","\\dfgancdwcgis3\gisshare\___BaseMaps\TopoMaps.gdb\NGS_ITM_HILLSHADE","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.NGS_ITM_HILLSHADE_DD"
112," fgdb","sde","\\DFGANCDWCGIS3\gisshare\_nhd\2010\NHD21001_AK.gdb\Hydrography\NHDWaterbody","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.Hydrography\sde_common.DBO.NHDWaterbody"
167," fgdb","sde","\\dfgancdwcgis3\gisshare\_nhd\2011Nov\NHDH_AK_92v200.gdb\Hydrography\NHDFlowline","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.Hydrography\sde_common.DBO.NHDFlowline"
168," fgdb","sde","\\dfgancdwcgis3\gisshare\_nhd\2011Nov\NHDH_AK_92v200.gdb\Hydrography\NHDWaterbody","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.Hydrography\sde_common.DBO.NHDWaterbody"
113," fgdb","sde","\\DFGANCDWCGIS3\gisshare\_nhd\2015March\NHDH_AK.gdb\Hydrography\NHDFlowline","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.Hydrography\sde_common.DBO.NHDFlowline"
166," fgdb","sde","\\dfgancdwcgis3\gisshare\Infrastructure\ADOT_centerline_mileposts.gdb\dot_centerline_route","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.BaseFeatures\sde_common.DBO.dot_centerline_route"
111," fgdb","sde","\\DFGANCDWCGIS3\gisshare\MILITARY AREAS\MILITARY_AREAS.gdb\dudded_impact_area","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.BaseFeatures\sde_common.DBO.dudded_impact_area"
172," fgdb","fgdb","\\dfgancgisdev2\agsdev\data\wc\Master_current.gdb\GMULayers\GMU","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current.gdb\GMULayers\GMU"
173," fgdb","fgdb","\\dfgancgisdev2\agsdev\data\wc\Master_current.gdb\GMULayers\Regions","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current.gdb\GMULayers\Regions"
174," fgdb","fgdb","\\dfgancgisdev2\agsdev\data\wc\Master_current.gdb\GMULayers\Subunits","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current.gdb\GMULayers\Subunits"
114," fgdb","fgdb","\\DFGANCGISDEV2\agsdev\data\wc\Master_current.gdb\GMULayers\Subunits","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current.gdb\GMULayers\Subunits"
175," fgdb","sde","\\dfgancgisdev3\agsdev\data\wc\Master_current.gdb\DWCMasters\DWCHunts","Y:\sde_wcgis_master (dfgjnusql-gi71p).sde\sde_wcgis_master.DBO.DWCMasters\sde_wcgis_master.DBO.DWCHunts"
176," fgdb","fgdb","\\dfgancgisdev3\agsdev\data\wc\Master_current.gdb\DWCMasters\SpecialAreas","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current.gdb\DWCMasters\SpecialAreas"
177," fgdb","sde","\\dfgancgisdev3\agsdev\data\wc\Master_current.gdb\DWCMasters\UCU_poly","Y:\sde_wcgis_master (dfgjnusql-gi71p).sde\sde_wcgis_master.DBO.DWCMasters\sde_wcgis_master.DBO.UCU_poly"
178," fgdb","fgdb","\\dfgancgisdev3\agsdev\data\wc\Master_current.gdb\GMULayers\GMU","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current.gdb\GMULayers\GMU"
179," fgdb","fgdb","\\dfgancgisdev3\agsdev\data\wc\Master_current.gdb\GMULayers\Subunits","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current.gdb\GMULayers\Subunits"
180," fgdb","fgdb","\\dfgancgisdev3\agsdev\data\wc\Master_current.gdb\SpecialAreaLayers\ClosedToHunting","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current.gdb\SpecialAreaLayers\ClosedToHunting"
181," fgdb","fgdb","\\dfgancgisdev3\agsdev\data\wc\Master_current.gdb\SpecialAreaLayers\ControlledUse","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current.gdb\SpecialAreaLayers\ControlledUse"
182," fgdb","fgdb","\\dfgancgisdev3\agsdev\data\wc\Master_current.gdb\SpecialAreaLayers\Management","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current.gdb\SpecialAreaLayers\Management"
183," fgdb","fgdb","\\dfgancgisprod1\agsprod\data\wc\Master_current.gdb\GMULayers\GMU","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current.gdb\GMULayers\GMU"
184," fgdb","fgdb","\\dfgancgisprod1\agsprod\data\wc\Master_current.gdb\GMULayers\Subunits","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current.gdb\GMULayers\Subunits"
257," raster","sde","\\DFGANCGISPROD1\data\common\Elevation\NED.gdb\NED_HILLCLIP","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.NED_HILLCLIP"
115," fgdb","fgdb","\\DFGANCGISPROD1\data\wc\DWCcommon_current.gdb\GMUDissolved\GMU_GMU","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current.gdb\GMULayers\GMU"
116," fgdb","fgdb","\\DFGANCGISPROD1\data\wc\DWCcommon_current.gdb\GMUDissolved\GMU_Subunit","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current.gdb\GMULayers\Subunits"
117," fgdb","fgdb","\\DFGANCGISPROD1\data\wc\DWCcommon_current.gdb\GMUDissolved\GMU_UCU_coast","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current.gdb\DWCMasters\UCU_poly"
118," fgdb","fgdb","\\DFGANCGISPROD1\data\wc\Master_current.gdb\GMULayers\GMU","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current.gdb\GMULayers\GMU"
119," fgdb","fgdb","\\DFGANCGISPROD1\data\wc\Master_current.gdb\GMULayers\Subunits","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current.gdb\GMULayers\Subunits"
120," fgdb","fgdb","\\DFGANCGISPROD1\data\wc\Master_current.gdb\GMULayers\UCU","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current.gdb\DWCMasters\UCU_poly"
121," fgdb","fgdb","\\DFGANCGISPROD1\data\wc\WMA_GMU.gdb\Regions","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current.gdb\GMULayers\Regions"
122," fgdb","fgdb","\\DFGANCGISPROD1\data\wc\WMA_GMU.gdb\Subunits","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current.gdb\GMULayers\Subunits"
123," fgdb","sde","\\DFGANCGISPROD2\agsprod\data\common\Hydro\NHD21001_AK.gdb\Hydrography\NHDWaterbody","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.Hydrography\sde_common.DBO.NHDWaterbody"
124," fgdb","sde","\\DFGANCGISPROD2\agsprod\data\wc\Master_current.gdb\DWCMasters\DWCHunts","Y:\sde_wcgis_master (dfgjnusql-gi71p).sde\sde_wcgis_master.DBO.DWCMasters\sde_wcgis_master.DBO.DWCHunts"
125," fgdb","fgdb","\\DFGANCGISPROD2\agsprod\data\wc\Master_current.gdb\GMULayers\GMU","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current.gdb\GMULayers\GMU"
126," fgdb","fgdb","\\DFGANCGISPROD2\agsprod\data\wc\Master_current.gdb\GMULayers\Subunits","\\dfg.alaska.local\GIS\Anchorage\GISShare\DWC_Hunts_SpecArea_GMU\Current.gdb\GMULayers\Subunits"
258," raster","sde","\\Wcgis-server3\gisshare\_ned\ned\aknedhs","Y:\sde_common (dfgjnusql-gi71p).sde\sde_common.DBO.NED_HILLCLIP"
